id,eval_id,experiment,subject,relation,object,out,OK,DIR,BOOL,LIT,LEX,SEM,ENT,DESC,COR,ref,rel_desc,semsim,contr,agree,perpl
1564,33,webnlg/seed_1,Thomas Joseph Kelly,honours,National Museum of Racing and Hall of Fame,Thomas Joseph Kelly was awarded the National Museum of Racing and Hall of Fame.,,,,,,x,,,,Thomas Joseph Kelly was entered into the National Museum of Racing and Hall of Fame.,"Honours bestowed upon a Person, Organization, RaceHorse, etc",4.870121479,2.867084928,68.30579638,4.792304039
1564,33,rel2text_desc_concat/seed_1,Thomas Joseph Kelly,honours,National Museum of Racing and Hall of Fame,Thomas Joseph Kelly is a member of the National Museum of Racing and Hall of Fame.,,,,,,,,,,Thomas Joseph Kelly was entered into the National Museum of Racing and Hall of Fame.,"Honours bestowed upon a Person, Organization, RaceHorse, etc",5,0.2986353822,98.93743396,4.093873978
1564,33,rel2text_fewshot100/seed_1,Thomas Joseph Kelly,honours,National Museum of Racing and Hall of Fame,Thomas Joseph Kelly was inducted into the National Museum of Racing and Hall of Fame.,,,,,,,,,,Thomas Joseph Kelly was entered into the National Museum of Racing and Hall of Fame.,"Honours bestowed upon a Person, Organization, RaceHorse, etc",5,0.1793593168,97.75047898,4.190301418
1564,33,rel2text/seed_1,Thomas Joseph Kelly,honours,National Museum of Racing and Hall of Fame,Thomas Joseph Kelly is a member of the National Museum of Racing and Hall of Fame.,,,,,,,,,,Thomas Joseph Kelly was entered into the National Museum of Racing and Hall of Fame.,"Honours bestowed upon a Person, Organization, RaceHorse, etc",5,0.2986363834,98.93743396,4.093873024
229,34,rel2text_desc_concat/seed_1,Joseph Charles Walsh,knows language,English language,Joseph Charles Walsh knows the English language.,x,,,,,,,,,Joseph Charles Walsh speaks the English language.,"Of a [[Person]], and less typically of an [[Organization]], to indicate a known language.",4.761757851,0.250498997,98.99225831,6.339289665
229,34,webnlg/seed_1,Joseph Charles Walsh,knows language,English language,Joseph Charles Walsh knows the English language.,x,,,,,,,,,Joseph Charles Walsh speaks the English language.,"Of a [[Person]], and less typically of an [[Organization]], to indicate a known language.",4.761758804,0.2504994394,98.99224639,6.339289665
229,34,rel2text_fewshot100/seed_1,Joseph Charles Walsh,knows language,English language,Joseph Charles Walsh knows language.,,,,x,,x,,,,Joseph Charles Walsh speaks the English language.,"Of a [[Person]], and less typically of an [[Organization]], to indicate a known language.",3.702928543,0.2940231701,97.11027741,8.415863991
229,34,rel2text/seed_1,Joseph Charles Walsh,knows language,English language,Joseph Charles Walsh speaks English language.,,,,,x,x,,,,Joseph Charles Walsh speaks the English language.,"Of a [[Person]], and less typically of an [[Organization]], to indicate a known language.",5,0.2690922702,99.29528832,7.97253418
229,34,kelm,Joseph Charles Walsh,knows language,English language,Joseph Charles Walsh's language is English.,,,,,,x,,,,Joseph Charles Walsh speaks the English language.,"Of a [[Person]], and less typically of an [[Organization]], to indicate a known language.",4.748207569,0.1926702331,99.01002049,6.933739662
229,34,rel2text_mask_mask/seed_1,Joseph Charles Walsh,knows language,English language,Joseph Charles Walsh wrote in the English language.,,,,,,x,,,,Joseph Charles Walsh speaks the English language.,"Of a [[Person]], and less typically of an [[Organization]], to indicate a known language.",2.969906807,9.665409476,36.98686063,5.903720379
1031,35,rel2text/seed_1,Cypriot Russians,population place,Limassol,Cypriot Russians live in Limassol.,x,,,,,,,,,Cypriot Russians live in Limassol.,a place were members of an ethnic group are living,5,0.3252465278,99.20050502,5.052298546
1031,35,rel2text_mask_mask/seed_1,Cypriot Russians,population place,Limassol,Cypriot Russians are from Limassol.,,,,,,x,,,,Cypriot Russians live in Limassol.,a place were members of an ethnic group are living,4.502077579,0.163651281,99.04384017,5.459237099
1031,35,rel2text_fewshot100/seed_1,Cypriot Russians,population place,Limassol,Limassol has a population place of Limassol.,,,,x,x,x,,,,Cypriot Russians live in Limassol.,a place were members of an ethnic group are living,2.478895426,3.870537877,73.92238379,5.283167362
1031,35,webnlg/seed_1,Cypriot Russians,population place,Limassol,Limassol is the population place of the Cypriot Russians.,,,,x,,,,,,Cypriot Russians live in Limassol.,a place were members of an ethnic group are living,4.380496025,0.2203479642,98.75862598,4.946445465
1031,35,rel2text_desc_concat/seed_1,Cypriot Russians,population place,Limassol,Cypriot Russians live in Limassol.,x,,,,,,,,,Cypriot Russians live in Limassol.,a place were members of an ethnic group are living,5,0.3252465278,99.20050502,5.052293301
1031,35,kelm,Cypriot Russians,population place,Limassol,Limassol is the population place of Cypriot Russians.,,,,x,,x,,,,Cypriot Russians live in Limassol.,a place were members of an ethnic group are living,4.434652328,0.3171605989,98.79641533,5.277198315
235,36,rel2text_fewshot100/seed_1,Acetylcholinesterase,is located in subcellular location,Basal lamina,Acetylcholinesterase is located in subcellular location of Basal lamina.,,,,x,,,,,,Acetylcholinesterase is located in the Basal lamina.,Subcellular location where this BioChemEntity is located; please use PropertyValue if you want to include any evidence.,4.16953373,0.8168012835,8.423513174,3.596235037
235,36,kelm,Acetylcholinesterase,is located in subcellular location,Basal lamina,Acetylcholinesterase is located in the Basal lamina.,,,,,,x,,,,Acetylcholinesterase is located in the Basal lamina.,Subcellular location where this BioChemEntity is located; please use PropertyValue if you want to include any evidence.,5,0.3171258373,99.20760393,3.191874027
235,36,webnlg/seed_1,Acetylcholinesterase,is located in subcellular location,Basal lamina,Acetylcholinesterase is located in the subcellular location of Basal lamina.,x,,,,,,,,,Acetylcholinesterase is located in the Basal lamina.,Subcellular location where this BioChemEntity is located; please use PropertyValue if you want to include any evidence.,4.18838501,1.355276722,15.43447971,3.26749444
235,36,rel2text_desc_concat/seed_1,Acetylcholinesterase,is located in subcellular location,Basal lamina,Acetylcholinesterase is located in Basal lamina.,,,,,,x,,,,Acetylcholinesterase is located in the Basal lamina.,Subcellular location where this BioChemEntity is located; please use PropertyValue if you want to include any evidence.,5,0.4534806125,99.05650616,3.476179123
235,36,rel2text/seed_1,Acetylcholinesterase,is located in subcellular location,Basal lamina,Acetylcholinesterase is located in Basal lamina.,,,,,,x,,,,Acetylcholinesterase is located in the Basal lamina.,Subcellular location where this BioChemEntity is located; please use PropertyValue if you want to include any evidence.,5,0.4534806125,99.05650616,3.476191998
235,36,rel2text_mask_mask/seed_1,Acetylcholinesterase,is located in subcellular location,Basal lamina,Acetylcholinesterase is found in Basal lamina.,,,,,,x,,,,Acetylcholinesterase is located in the Basal lamina.,Subcellular location where this BioChemEntity is located; please use PropertyValue if you want to include any evidence.,5,0.6379513536,98.85007143,3.640315056
971,37,rel2text/seed_1,Harbanspura Interchange,meeting road,Lahore Ring Road,Harbanspura Interchange is on the Lahore Ring Road.,,,,,,,,x,,Harbanspura Interchange crosses Lahore Ring Road.,A road that crosses another road at the junction.,4.251616001,43.42773557,52.15927958,5.846986771
971,37,kelm,Harbanspura Interchange,meeting road,Lahore Ring Road,Harbanspura Interchange is located on the Lahore Ring Road.,,,,,,,,,,Harbanspura Interchange crosses Lahore Ring Road.,A road that crosses another road at the junction.,4.184823513,37.49893308,57.45202303,5.28515625
971,37,webnlg/seed_1,Harbanspura Interchange,meeting road,Lahore Ring Road,The Lahore Ring Road is the meeting road for Harbanspura Interchange.,,,,x,,,,,,Harbanspura Interchange crosses Lahore Ring Road.,A road that crosses another road at the junction.,3.728894949,1.712110266,88.84533644,5.5930233
971,37,rel2text_mask_mask/seed_1,Harbanspura Interchange,meeting road,Lahore Ring Road,Harbanspura Interchange is connected to Lahore Ring Road.,,,,,,,,,,Harbanspura Interchange crosses Lahore Ring Road.,A road that crosses another road at the junction.,4.222298622,2.001378499,95.17593384,5.836446285
971,37,rel2text_desc_concat/seed_1,Harbanspura Interchange,meeting road,Lahore Ring Road,Harbanspura Interchange is a junction on Lahore Ring Road.,,,,,,x,,,,Harbanspura Interchange crosses Lahore Ring Road.,A road that crosses another road at the junction.,4.560275555,0.4373552278,89.77422714,5.696491241
971,37,rel2text_fewshot100/seed_1,Harbanspura Interchange,meeting road,Lahore Ring Road,Harbanspura Interchange is connected to Lahore Ring Road.,,,,,,,,,,Harbanspura Interchange crosses Lahore Ring Road.,A road that crosses another road at the junction.,4.222300053,2.001381293,95.17593384,5.836446285
915,38,rel2text_mask_mask/seed_1,Rhino Horn bananas,hybrid,Musa acuminata,Rhino Horn bananas are eaten by Musa acuminata.,,,,,,x,,x,,Rhino Horn bananas are a hybrid of Musa acuminata.,Plants from which another plant (or cultivar) has been developed from,3.039447069,77.06502676,0.7041593082,6.936089039
915,38,rel2text_fewshot100/seed_1,Rhino Horn bananas,hybrid,Musa acuminata,Rhino Horn bananas are hybrid with Musa acuminata.,x,,,,,,,,,Rhino Horn bananas are a hybrid of Musa acuminata.,Plants from which another plant (or cultivar) has been developed from,5,0.4674078897,98.69711399,7.53847456
915,38,rel2text/seed_1,Rhino Horn bananas,hybrid,Musa acuminata,Rhino Horn bananas are hybrid with Musa acuminata.,x,,,,,,,,,Rhino Horn bananas are a hybrid of Musa acuminata.,Plants from which another plant (or cultivar) has been developed from,5,0.4674078897,98.69711399,7.538472652
915,38,rel2text_desc_concat/seed_1,Rhino Horn bananas,hybrid,Musa acuminata,Rhino Horn bananas are hybrids with Musa acuminata.,x,,,,,,,,,Rhino Horn bananas are a hybrid of Musa acuminata.,Plants from which another plant (or cultivar) has been developed from,5,0.4086305853,98.8255918,7.259046078
915,38,webnlg/seed_1,Rhino Horn bananas,hybrid,Musa acuminata,Rhino Horn bananas are a hybrid of Musa acuminata.,,,,,,x,,,,Rhino Horn bananas are a hybrid of Musa acuminata.,Plants from which another plant (or cultivar) has been developed from,5,0.3144959686,99.21196699,6.698417187
915,38,kelm,Rhino Horn bananas,hybrid,Musa acuminata,The Rhino Horn bananas are hybrid with Musa acuminata.,x,,,,,,,,,Rhino Horn bananas are a hybrid of Musa acuminata.,Plants from which another plant (or cultivar) has been developed from,5,0.3857047297,98.80540967,6.962872505
687,39,webnlg/seed_1,Byham Theater,currently used for,Performing arts center,The Byham Theater is currently used for the Performing Arts Center.,,,,,x,,,,,Byham Theater is currently used for Performing arts center.,"Current use of the architectural structure, if it is currently being used as anything other than its original purpose.",5,0.3248109249,99.1917789,4.798638344
687,39,kelm,Byham Theater,currently used for,Performing arts center,The Byham Theater is currently used for a performing arts center.,x,,,,,,,,,Byham Theater is currently used for Performing arts center.,"Current use of the architectural structure, if it is currently being used as anything other than its original purpose.",5,0.3353470936,99.1851151,5.462251663
687,39,rel2text_fewshot100/seed_1,Byham Theater,currently used for,Performing arts center,The Byham Theater is currently used for the Performing arts center.,,,,,x,,,,,Byham Theater is currently used for Performing arts center.,"Current use of the architectural structure, if it is currently being used as anything other than its original purpose.",5,0.3492254764,99.15347695,5.426466942
687,39,rel2text_mask_mask/seed_1,Byham Theater,currently used for,Performing arts center,Byham Theater is a Performing arts center.,,,,,,x,,,,Byham Theater is currently used for Performing arts center.,"Current use of the architectural structure, if it is currently being used as anything other than its original purpose.",4.701028824,0.6572896615,98.46495986,6.183365822
687,39,rel2text/seed_1,Byham Theater,currently used for,Performing arts center,The Byham Theater is currently used by Performing arts center.,,,,,,x,,,,Byham Theater is currently used for Performing arts center.,"Current use of the architectural structure, if it is currently being used as anything other than its original purpose.",5,1.38883777,97.92334437,5.931132317
687,39,rel2text_desc_concat/seed_1,Byham Theater,currently used for,Performing arts center,The Byham Theater is currently used as a Performing arts center.,x,,,,,,,,,Byham Theater is currently used for Performing arts center.,"Current use of the architectural structure, if it is currently being used as anything other than its original purpose.",5,0.2521102782,99.28474426,5.260886192
127,40,webnlg/seed_1,Vetus Latina,example of work,Bible,Vetus Latina is an example of work from the Bible.,x,,,,,,,,,Vetus Latina is an example of work from the Bible.,A creative work that this work is an example/instance/realization/derivation of.,5,0.3230137518,99.19320941,5.232892513
127,40,kelm,Vetus Latina,example of work,Bible,The Bible describes Vetus Latina.,,,,,,x,,,,Vetus Latina is an example of work from the Bible.,A creative work that this work is an example/instance/realization/derivation of.,3.504857063,0.356989936,90.27717113,6.576467991
127,40,rel2text_mask_mask/seed_1,Vetus Latina,example of work,Bible,Vetus Latina is a book in the Bible.,,,,,,x,,,,Vetus Latina is an example of work from the Bible.,A creative work that this work is an example/instance/realization/derivation of.,4.20876503,0.3583272919,95.68334818,5.298657417
127,40,rel2text_fewshot100/seed_1,Vetus Latina,example of work,Bible,Vetus Latina is an example of work in the Bible.,x,,,,,,,,,Vetus Latina is an example of work from the Bible.,A creative work that this work is an example/instance/realization/derivation of.,5,0.5852327216,98.86465669,5.215061665
127,40,rel2text/seed_1,Vetus Latina,example of work,Bible,Vetus Latina is an example of work in the Bible.,x,,,,,,,,,Vetus Latina is an example of work from the Bible.,A creative work that this work is an example/instance/realization/derivation of.,5,0.5852321628,98.86465669,5.215060234
127,40,rel2text_desc_concat/seed_1,Vetus Latina,example of work,Bible,Vetus Latina is an example of Bible.,,,,,x,x,,,,Vetus Latina is an example of work from the Bible.,A creative work that this work is an example/instance/realization/derivation of.,4.150899887,3.210794926,95.27157545,6.093141079
1239,41,rel2text_mask_mask/seed_1,Porchetta,ingredient name,"pork,rosemary,garlic, andpepper","Porchetta is made with pork,rosemary,garlic, andpepper.",,,,,,,,x,,"Porchetta consists of pork,rosemary,garlic, andpepper.",Main ingredient used to prepare a specific Food or Beverage.,5,0.3114035586,99.26556349,4.134299278
1239,41,rel2text_fewshot100/seed_1,Porchetta,ingredient name,"pork,rosemary,garlic, andpepper","Porchetta has an ingredient name of pork,rosemary,garlic, andpepper.",,,,x,x,x,,,,"Porchetta consists of pork,rosemary,garlic, andpepper.",Main ingredient used to prepare a specific Food or Beverage.,4.895833969,0.7343029138,98.66864681,4.60447216
1239,41,webnlg/seed_1,Porchetta,ingredient name,"pork,rosemary,garlic, andpepper","Pork,rosemary,garlic andpepper are ingredients in Porchetta.",,,,,,,,,,"Porchetta consists of pork,rosemary,garlic, andpepper.",Main ingredient used to prepare a specific Food or Beverage.,5,0.4144059494,99.03732538,4.680770874
1239,41,rel2text/seed_1,Porchetta,ingredient name,"pork,rosemary,garlic, andpepper","Porchetta is made with pork,rosemary,garlic, andpepper.",,,,,,,,,,"Porchetta consists of pork,rosemary,garlic, andpepper.",Main ingredient used to prepare a specific Food or Beverage.,5,0.3114035586,99.26556349,4.134293556
1239,41,rel2text_desc_concat/seed_1,Porchetta,ingredient name,"pork,rosemary,garlic, andpepper","Porchetta is made with pork,rosemary,garlic, andpepper.",,,,,,,,,,"Porchetta consists of pork,rosemary,garlic, andpepper.",Main ingredient used to prepare a specific Food or Beverage.,5,0.3114036983,99.26556349,4.134299278
1239,41,kelm,Porchetta,ingredient name,"pork,rosemary,garlic, andpepper","Porchetta has the ingredient name pork,rosemary,garlic, andpepper.",,,,x,x,x,,,,"Porchetta consists of pork,rosemary,garlic, andpepper.",Main ingredient used to prepare a specific Food or Beverage.,4.895439148,0.579893915,98.92288446,4.880529404
1426,42,rel2text_fewshot100/seed_1,COVID-19 pandemic in Haiti,suspected cases,32304,COVID-19 pandemic in Haiti has 32 suspected cases.,x,,,,x,,,,,The COVID-19 pandemic in Haiti has 32304 suspected cases.,Number of suspected cases in a pandemic,4.965849876,90.89989066,7.967909425,6.642586708
1426,42,rel2text_desc_concat/seed_1,COVID-19 pandemic in Haiti,suspected cases,32304,The COVID-19 pandemic in Haiti has 32304 suspected cases.,x,,,,,,,,,The COVID-19 pandemic in Haiti has 32304 suspected cases.,Number of suspected cases in a pandemic,5,0.2376877004,99.30922985,6.527080059
1426,42,rel2text_mask_mask/seed_1,COVID-19 pandemic in Haiti,suspected cases,32304,COVID-19 pandemic in Haiti has a death toll of 32304.,,,,,,x,,,,The COVID-19 pandemic in Haiti has 32304 suspected cases.,Number of suspected cases in a pandemic,4.010311127,27.15342343,1.972141303,6.133355141
1426,42,webnlg/seed_1,COVID-19 pandemic in Haiti,suspected cases,32304,The number of suspected cases of the COVID-19 pandemic in Haiti is 32304.,x,,,,,,,,,The COVID-19 pandemic in Haiti has 32304 suspected cases.,Number of suspected cases in a pandemic,5,0.3240741091,99.24317598,5.356919765
1426,42,kelm,COVID-19 pandemic in Haiti,suspected cases,32304,COVID-19 pandemic in Haiti has 32304 cases.,,,,,,x,,,,The COVID-19 pandemic in Haiti has 32304 suspected cases.,Number of suspected cases in a pandemic,4.89103651,1.627591811,97.19379544,7.558904648
1426,42,rel2text/seed_1,COVID-19 pandemic in Haiti,suspected cases,32304,32304 suspected cases of COVID-19 pandemic in Haiti have been reported.,x,,,,,,,,,The COVID-19 pandemic in Haiti has 32304 suspected cases.,Number of suspected cases in a pandemic,5,0.1681912225,98.10756445,6.031480312
305,43,kelm,George Hearst,children,William Randolph Hearst,William Randolph Hearst was the son of George Hearst.,,,,,,,,x,,William Randolph Hearst is the child of George Hearst.,A child of the person.,5,2.421376295,94.76356506,3.201252699
305,43,webnlg/seed_1,George Hearst,children,William Randolph Hearst,William Randolph Hearst was the eldest of the Hearst children.,,,,,,x,,,,William Randolph Hearst is the child of George Hearst.,A child of the person.,3.621958256,0.2874490572,0.1411488862,3.584010124
305,43,rel2text_mask_mask/seed_1,George Hearst,children,William Randolph Hearst,George Hearst was a child of William Randolph Hearst.,,x,,,,,,,,William Randolph Hearst is the child of George Hearst.,A child of the person.,4.787960529,95.08588314,4.059731588,4.539682388
305,43,rel2text_fewshot100/seed_1,George Hearst,children,William Randolph Hearst,George Hearst has three children.,,,,,,x,,,,William Randolph Hearst is the child of George Hearst.,A child of the person.,2.163004398,0.291221519,4.707043245,6.006374359
305,43,rel2text/seed_1,George Hearst,children,William Randolph Hearst,George Hearst has children with William Randolph Hearst.,,,,,,x,,,,William Randolph Hearst is the child of George Hearst.,A child of the person.,3.671554089,16.27819836,75.31201839,5.359920979
305,43,rel2text_desc_concat/seed_1,George Hearst,children,William Randolph Hearst,George Hearst has children with William Randolph Hearst.,,,,,,x,,,,William Randolph Hearst is the child of George Hearst.,A child of the person.,3.671555042,16.2782073,75.31201839,5.35991621
1029,44,kelm,French Canadians,population place,Quebec,French Canadians are from Quebec.,x,,,,,,,,,French Canadians populate Quebec.,a place were members of an ethnic group are living,4.736782074,0.2142515499,99.21320081,6.812101841
1029,44,rel2text_desc_concat/seed_1,French Canadians,population place,Quebec,French Canadians live in Quebec.,,,,,,x,,,,French Canadians populate Quebec.,a place were members of an ethnic group are living,4.924917698,0.3268786473,99.16954637,6.499784946
1029,44,rel2text_mask_mask/seed_1,French Canadians,population place,Quebec,French Canadians are from Quebec.,x,,,,,,,,,French Canadians populate Quebec.,a place were members of an ethnic group are living,4.736781597,0.2142511308,99.21320081,6.812095642
1029,44,rel2text_fewshot100/seed_1,French Canadians,population place,Quebec,French Canadians are concentrated in a population place in Quebec.,,,,x,,,,,,French Canadians populate Quebec.,a place were members of an ethnic group are living,4.79323101,0.1694034087,80.78687191,5.800195694
1029,44,webnlg/seed_1,French Canadians,population place,Quebec,Quezon is the home of French Canadians.,,,,,,x,,,,French Canadians populate Quebec.,a place were members of an ethnic group are living,4.224456787,0.1379904803,98.28569293,5.481062889
1029,44,rel2text/seed_1,French Canadians,population place,Quebec,French Canadians live in Quebec.,,,,,,x,,,,French Canadians populate Quebec.,a place were members of an ethnic group are living,4.924918175,0.3268781817,99.16954637,6.499790192
198,45,rel2text_desc_concat/seed_1,Lucius E. Burch Jr.,home location,"Collierville, Tennessee","Lucius E. Burch Jr. lives in Collierville, Tennessee.",,,,,,x,,,,"Lucius E. Burch Jr. lives in Collierville, Tennessee.",A contact location for a persons residence.,5,0.2742638811,99.27279949,4.555461407
198,45,rel2text_mask_mask/seed_1,Lucius E. Burch Jr.,home location,"Collierville, Tennessee","Lucius E. Burch Jr. was born in Collierville, Tennessee.",x,,,,,,,,,"Lucius E. Burch Jr. lives in Collierville, Tennessee.",A contact location for a persons residence.,3.775639057,0.2957418328,33.80918801,4.28318119
198,45,rel2text_fewshot100/seed_1,Lucius E. Burch Jr.,home location,"Collierville, Tennessee","Lucius E. Burch Jr. was born in Collierville, Tennessee.",x,,,,,,,,,"Lucius E. Burch Jr. lives in Collierville, Tennessee.",A contact location for a persons residence.,3.775639772,0.295741111,33.80925059,4.28318119
198,45,rel2text/seed_1,Lucius E. Burch Jr.,home location,"Collierville, Tennessee","Lucius E. Burch Jr. lives in Collierville, Tennessee.",,,,,,x,,,,"Lucius E. Burch Jr. lives in Collierville, Tennessee.",A contact location for a persons residence.,5,0.2742634621,99.27279949,4.555459023
198,45,kelm,Lucius E. Burch Jr.,home location,"Collierville, Tennessee","Lucius E. Burch Jr. is located in Collierville, Tennessee.",,,,,,x,,,,"Lucius E. Burch Jr. lives in Collierville, Tennessee.",A contact location for a persons residence.,5,0.873678457,98.53491187,4.457414627
198,45,webnlg/seed_1,Lucius E. Burch Jr.,home location,"Collierville, Tennessee","The home of Lucius E. Burch Jr. is Collierville, Tennessee.",,,,,,x,,,,"Lucius E. Burch Jr. lives in Collierville, Tennessee.",A contact location for a persons residence.,4.589200974,0.2487589372,99.15542006,4.97698164
1456,46,rel2text_fewshot100/seed_1,Titan,depth,141.5,The Titan depth is 141.5.,x,,,,,,,,,Titan has a depth of 141.5.,Is a measure of the distance between a reference height and a point underneath.,4.942799091,0.5582474638,98.85542989,6.566887856
1456,46,rel2text_mask_mask/seed_1,Titan,depth,141.5,Titan has a mass of 141.5.,,,,,,x,,,,Titan has a depth of 141.5.,Is a measure of the distance between a reference height and a point underneath.,2.946461678,21.15252316,64.32197094,5.919497967
1456,46,webnlg/seed_1,Titan,depth,141.5,The Titan has a depth of 141.5.,x,,,,,,,,,Titan has a depth of 141.5.,Is a measure of the distance between a reference height and a point underneath.,5,0.3041426418,99.17105436,5.246346951
1456,46,rel2text_desc_concat/seed_1,Titan,depth,141.5,Titan has a depth of 141.5.,x,,,,,,,,,Titan has a depth of 141.5.,Is a measure of the distance between a reference height and a point underneath.,5,0.3134007799,99.20989275,5.853634357
1456,46,kelm,Titan,depth,141.5,The depth of Titan is 141.5.,x,,,,,,,,,Titan has a depth of 141.5.,Is a measure of the distance between a reference height and a point underneath.,5,0.518381875,98.96879792,6.183334351
1456,46,rel2text/seed_1,Titan,depth,141.5,Titan has a depth of 141.5.,x,,,,,,,,,Titan has a depth of 141.5.,Is a measure of the distance between a reference height and a point underneath.,5,0.3134013852,99.20989275,5.853640079
758,47,webnlg/seed_1,INDECT,project budget funding,1.09E+07,The INDECT project has a budget of 1.0906984E7.,x,,,,,,,,,The INDECT project has a budget funding of 1.0906984E7.,The part of the project budget that is funded by the Organistaions given in the FundedBy property.,5,1.160216052,98.21463227,5.855686188
758,47,kelm,INDECT,project budget funding,1.09E+07,The INDECT project budget funding is 1.0906984E7.,x,,,,,,,,,The INDECT project has a budget funding of 1.0906984E7.,The part of the project budget that is funded by the Organistaions given in the FundedBy property.,5,0.5387564655,98.95663261,6.837823868
758,47,rel2text/seed_1,INDECT,project budget funding,1.09E+07,INDECT received 1.0906984E7 in funding.,x,,,,,,,,,The INDECT project has a budget funding of 1.0906984E7.,The part of the project budget that is funded by the Organistaions given in the FundedBy property.,4.479758739,0.5009864457,98.80389571,6.654315472
758,47,rel2text_desc_concat/seed_1,INDECT,project budget funding,1.09E+07,INDECT has a budget of 1.0906984E7.,,,,,,x,,,,The INDECT project has a budget funding of 1.0906984E7.,The part of the project budget that is funded by the Organistaions given in the FundedBy property.,4.950222015,1.081397291,98.24932814,6.189980507
758,47,rel2text_mask_mask/seed_1,INDECT,project budget funding,1.09E+07,INDECT has a spectral mass of 1.0906984E7.,,,,,,x,,,,The INDECT project has a budget funding of 1.0906984E7.,The part of the project budget that is funded by the Organistaions given in the FundedBy property.,2.853760719,40.04670084,25.22811294,5.940229416
758,47,rel2text_fewshot100/seed_1,INDECT,project budget funding,1.09E+07,INDECT has project budget funding of 1.0906984E7.,,,,x,x,,,,,The INDECT project has a budget funding of 1.0906984E7.,The part of the project budget that is funded by the Organistaions given in the FundedBy property.,5,0.631061988,98.80290627,6.941377163
975,48,rel2text_fewshot100/seed_1,Saphan Khwai,meeting road,Pradiphat Road,Saphan Khwai is on the Pradiphat Road.,,,,,,,,x,,Saphan Khwai road meets Pradiphat Road.,A road that crosses another road at the junction.,4.161931038,17.04024673,73.90954494,6.039227009
975,48,rel2text_desc_concat/seed_1,Saphan Khwai,meeting road,Pradiphat Road,Saphan Khwai is on Pradiphat Road.,,,,,,,,,,Saphan Khwai road meets Pradiphat Road.,A road that crosses another road at the junction.,4.182403564,24.46434349,67.60386825,6.183284283
975,48,rel2text_mask_mask/seed_1,Saphan Khwai,meeting road,Pradiphat Road,Saphan Khwai lives on Pradiphat Road.,,,,,,x,,,,Saphan Khwai road meets Pradiphat Road.,A road that crosses another road at the junction.,4.050309181,49.39728379,2.959431522,6.275272369
975,48,rel2text/seed_1,Saphan Khwai,meeting road,Pradiphat Road,Saphan Khwai lives on Pradiphat Road.,,,,,,x,,,,Saphan Khwai road meets Pradiphat Road.,A road that crosses another road at the junction.,4.050308228,49.39728379,2.959411032,6.275268555
975,48,webnlg/seed_1,Saphan Khwai,meeting road,Pradiphat Road,Saphan Khwai's meeting road is Pradiphat Road.,,,,x,,,,,,Saphan Khwai road meets Pradiphat Road.,A road that crosses another road at the junction.,5,1.148768701,97.43339419,6.975800991
975,48,kelm,Saphan Khwai,meeting road,Pradiphat Road,Saphan Khwai is a meeting road of Pradiphat Road.,,,,x,,,,,,Saphan Khwai road meets Pradiphat Road.,A road that crosses another road at the junction.,5,0.6726175547,96.4358151,6.602079391
476,49,rel2text/seed_1,PNP transistor,individualised gnd,4174948-0,The individualised gnd of a PNP transistor is 4174948-0.,x,,,,,,,,,A PNP transistor has an individualised gnd of 4174948-0.,"GND (Gemeinsame Normdatei) is an international authority file for the organisation of personal names, subject headings and corporate bodies from catalogues.",5,0.6468902808,98.79145622,6.405317307
476,49,webnlg/seed_1,PNP transistor,individualised gnd,4174948-0,The PNP transistor has an individualised gnd of 4174948-0.,x,,,,,,,,,A PNP transistor has an individualised gnd of 4174948-0.,"GND (Gemeinsame Normdatei) is an international authority file for the organisation of personal names, subject headings and corporate bodies from catalogues.",5,0.4114616197,99.04587269,6.411205292
476,49,rel2text_mask_mask/seed_1,PNP transistor,individualised gnd,4174948-0,The PNP transistor has a spectral class of 4174948-0.,,,,,,x,,,,A PNP transistor has an individualised gnd of 4174948-0.,"GND (Gemeinsame Normdatei) is an international authority file for the organisation of personal names, subject headings and corporate bodies from catalogues.",4.047221661,1.5198946,87.31134534,5.946825027
476,49,kelm,PNP transistor,individualised gnd,4174948-0,The PNP transistor has an individualised gnd of 4174948-0.,x,,,,,,,,,A PNP transistor has an individualised gnd of 4174948-0.,"GND (Gemeinsame Normdatei) is an international authority file for the organisation of personal names, subject headings and corporate bodies from catalogues.",5,0.4114623647,99.04586077,6.411203861
476,49,rel2text_fewshot100/seed_1,PNP transistor,individualised gnd,4174948-0,PNP transistor has an individualised gnd of 4174948-0.,,,,,x,,,,,A PNP transistor has an individualised gnd of 4174948-0.,"GND (Gemeinsame Normdatei) is an international authority file for the organisation of personal names, subject headings and corporate bodies from catalogues.",5,0.4427633248,98.96661043,6.822490692
476,49,rel2text_desc_concat/seed_1,PNP transistor,individualised gnd,4174948-0,The PNP transistor has an individualised gnd of 4174948-0.,x,,,,,,,,,A PNP transistor has an individualised gnd of 4174948-0.,"GND (Gemeinsame Normdatei) is an international authority file for the organisation of personal names, subject headings and corporate bodies from catalogues.",5,0.4114627838,99.04586077,6.411205292
